"software_id";"software_name";"associated_software";"software_description"
"S0145";"POWERSOURCE";"DNSMessenger";"POWERSOURCEis a PowerShell backdoor that is a heavily obfuscated and modified version of the publicly available tool DNS_TXT_Pwnage. It was observed in February 2017 in spearphishing campaigns against personnel involved with United States Securities and Exchange Commission (SEC) filings at various organizations. The malware was delivered when macros were enabled by the victim and a VBS script was dropped."
"S0194";"PowerSploit";"";"PowerSploitis an open source, offensive security framework comprised ofPowerShellmodules and scripts that perform a wide range of tasks related to penetration testing such as code execution, persistence, bypassing anti-virus, recon, and exfiltration."
"S0393";"PowerStallion";"";"PowerStallionis a lightweightPowerShellbackdoor used byTurla, possibly as a recovery access tool to install other backdoors."
"S0223";"POWERSTATS";"Powermud";"POWERSTATSis a PowerShell-based first stage backdoor used byMuddyWater."
"S0371";"POWERTON";"";"POWERTONis a custom PowerShell backdoor first observed in 2018. It has typically been deployed as a late-stage backdoor byAPT33. At least two variants of the backdoor have been identified, with the later version containing improved functionality."
"S1046";"PowGoop";"";"PowGoopis a loader that consists of a DLL loader and a PowerShell-based downloader; it has been used byMuddyWateras their main loader."
"S0184";"POWRUNER";"";"POWRUNERis a PowerShell script that sends and receives commands to and from the C2 server."
"S1058";"Prestige";"";"Prestigeransomware has been used bySandworm Teamsince at least March 2022, including against transportation and related logistics industries in Ukraine and Poland in October 2022."
"S0113";"Prikormka";"";"Prikormkais a malware family used in a campaign known as Operation Groundbait. It has predominantly been observed in Ukraine and was used as early as 2008."
"S0654";"ProLock";"";"ProLockis a ransomware strain that has been used in Big Game Hunting (BGH) operations since at least 2020, often obtaining initial access withQakBot.ProLockis the successor to PwndLocker ransomware which was found to contain a bug allowing decryption without ransom payment in 2019."
"S0279";"Proton";"";"Protonis a macOS backdoor focusing on data theft and credential access  ."
"S0238";"Proxysvc";"";"Proxysvcis a malicious DLL used byLazarus Groupin a campaign known as Operation GhostSecret. It has appeared to be operating undetected since 2017 and was mostly observed in higher education organizations. The goal ofProxysvcis to deliver additional payloads to the target and to maintain control for the attacker. It is in the form of a DLL that can also be executed as a standalone process."
"S0613";"PS1";"";"PS1is a loader that was used to deploy 64-bit backdoors in theCostaRictocampaign."
"S0029";"PsExec";"";"PsExecis a free Microsoft tool that can be used to execute a program on another computer. It is used by IT administrators and attackers."
"S0078";"Psylo";"";"Psylois a shellcode-based Trojan that has been used byScarlet Mimic. It has similar characteristics asFakeM."
"S0147";"Pteranodon";"Pterodo";"Pteranodonis a custom backdoor used byGamaredon Group."
"S1108";"PULSECHECK";"";"PULSECHECKis a web shell written in Perl that was used byAPT5as early as 2020 including against Pulse Secure VPNs at US Defense Industrial Base (DIB) companies."
"S0196";"PUNCHBUGGY";"ShellTea";"PUNCHBUGGYis a backdoor malware used byFIN8that has been observed targeting POS networks in the hospitality industry."
"S0197";"PUNCHTRACK";"PSVC";"PUNCHTRACKis non-persistent point of sale (POS) system malware utilized byFIN8to scrape payment card data."
"S0192";"Pupy";"";"Pupyis an open source, cross-platform (Windows, Linux, OSX, Android) remote administration and post-exploitation tool.  It is written in Python and can be generated as a payload in several different ways (Windows exe, Python file, PowerShell oneliner/file, Linux elf, APK, Rubber Ducky, etc.).Pupyis publicly available on GitHub."
"S0006";"pwdump";"";"pwdumpis a credential dumper."
"S1032";"PyDCrypt";"";"PyDCryptis malware written in Python designed to deliverDCSrv. It has been used byMoses Staffsince at least September 2021, with each sample tailored for its intended victim organization."
"S0583";"Pysa";"Mespinoza";"Pysais a ransomware that was first used in October 2018 and has been seen to target particularly high-value finance, government and healthcare organizations."
"S0650";"QakBot";"Pinkslipbot, QuackBot, QBot";"QakBotis a modular banking trojan that has been used primarily by financially-motivated actors since at least 2007.QakBotis continuously maintained and developed and has evolved from an information stealer into a delivery agent for ransomware, most notablyProLockandEgregor."
"S0269";"QUADAGENT";"";"QUADAGENTis a PowerShell backdoor used byOilRig."
"S0262";"QuasarRAT";"xRAT";"QuasarRATis an open-source, remote access tool that has been publicly available on GitHub since at least 2014.QuasarRATis developed in the C# language."
"S1076";"QUIETCANARY";"Tunnus";"QUIETCANARYis a backdoor tool written in .NET that has been used since at least 2022 to gather and exfiltrate data from victim networks."
"S1084";"QUIETEXIT";"";"QUIETEXITis a novel backdoor, based on the open-source Dropbear SSH client-server software, that has been used byAPT29since at least 2021.APT29has deployedQUIETEXITon opaque network appliances that typically don't support antivirus or endpoint detection and response tools within a victim environment."
"S0686";"QuietSieve";"";"QuietSieveis an information stealer that has been used byGamaredon Groupsince at least 2021."
"S0481";"Ragnar Locker";"";"Ragnar Lockeris a ransomware that has been in use since at least December 2019."
"S0565";"Raindrop";"";"Raindropis a loader used byAPT29that was discovered on some victim machines during investigations related to theSolarWinds Compromise. It was discovered in January 2021 and was likely used since at least May 2020."
"S0629";"RainyDay";"";"RainyDayis a backdoor tool that has been used byNaikonsince at least 2020."
"S0458";"Ramsay";"";"Ramsayis an information stealing malware framework designed to collect and exfiltrate sensitive documents, including from air-gapped systems. Researchers have identified overlaps betweenRamsayand theDarkhotel-associated Retro malware."
"S1113";"RAPIDPULSE";"";"RAPIDPULSEis a web shell that exists as a modification to a legitimate Pulse Secure file that has been used byAPT5since at least 2021."
"S0055";"RARSTONE";"";"RARSTONEis malware used by theNaikongroup that has some characteristics similar toPlugX."
"S0241";"RATANKBA";"";"RATANKBAis a remote controller tool used byLazarus Group.RATANKBAhas been used in attacks targeting financial institutions in Poland, Mexico, Uruguay, the United Kingdom, and Chile. It was also seen used against organizations related to telecommunications, management consulting, information technology, insurance, aviation, and education.RATANKBAhas a graphical user interface to allow the attacker to issue jobs to perform on the infected machines."
"S0364";"RawDisk";"";"RawDiskis a legitimate commercial driver from the EldoS Corporation that is used for interacting with files, disks, and partitions. The driver allows for direct modification of data on a local computer's hard drive. In some cases, the tool can enact these raw disk modifications from user-mode processes, circumventing Windows operating system security features."
"S0169";"RawPOS";"FIENDCRY, DUEBREW, DRIFTWOOD";"RawPOSis a point-of-sale (POS) malware family that searches for cardholder data on victims. It has been in use since at least 2008.    FireEye divides RawPOS into three components: FIENDCRY, DUEBREW, and DRIFTWOOD."
"S1040";"Rclone";"";"Rcloneis a command line program for syncing files with cloud storage services such as Dropbox, Google Drive, Amazon S3, and MEGA.Rclonehas been used in a number of ransomware campaigns, including those associated with theContiand DarkSide Ransomware-as-a-Service operations."
"S0295";"RCSAndroid";"";"RCSAndroidis Android malware."
"S0662";"RCSession";"";"RCSessionis a backdoor written in C++ that has been in use since at least 2018 byMustang Pandaand byThreat Group-3390(Type II Backdoor)."
"S0495";"RDAT";"";"RDATis a backdoor used by the suspected Iranian threat groupOilRig.RDATwas originally identified in 2017 and targeted companies in the telecommunications sector."
"S0416";"RDFSNIFFER";"";"RDFSNIFFERis a module loaded byBOOSTWRITEwhich allows an attacker to monitor and tamper with legitimate connections made via an application designed to provide visibility and system management capabilities to remote IT techs."
"S0172";"Reaver";"";"Reaveris a malware family that has been in the wild since at least late 2016. Reporting indicates victims have primarily been associated with the ""Five Poisons,"" which are movements the Chinese government considers dangerous. The type of malware is rare due to its final payload being in the form ofControl Panelitems."
"S0539";"Red Alert 2.0";"";"Red Alert 2.0is a banking trojan that masquerades as a VPN client."
"S0326";"RedDrop";"";"RedDropis an Android malware family that exfiltrates sensitive data from devices."
"S0153";"RedLeaves";"BUGJUICE";"RedLeavesis a malware family used bymenuPass. The code overlaps withPlugXand may be based upon the open source tool Trochilus."
"S0075";"Reg";"reg.exe";"Regis a Windows utility used to interact with the Windows Registry. It can be used at the command-line interface to query, add, modify, and remove information.Utilities such asRegare known to be used by persistent threats."
"S0511";"RegDuke";"";"RegDukeis a first stage implant written in .NET and used byAPT29since at least 2017.RegDukehas been used to control a compromised machine when control of other implants on the machine was lost."
"S0019";"Regin";"";"Reginis a malware platform that has targeted victims in a range of industries, including telecom, government, and financial institutions. SomeRegintimestamps date back to 2003."
"S0332";"Remcos";"";"Remcosis a closed-source tool that is marketed as a remote control and surveillance software by a company called Breaking Security.Remcoshas been observed being used in malware campaigns."
"S0375";"Remexi";"";"Remexiis a Windows-based Trojan that was developed in the C programming language."
"S0166";"RemoteCMD";"";"RemoteCMDis a custom tool used byAPT3to execute commands on a remote system similar to SysInternal's PSEXEC functionality."
"S0592";"RemoteUtilities";"";"RemoteUtilitiesis a legitimate remote administration tool that has been used byMuddyWatersince at least 2021 for execution on target machines."
"S0125";"Remsec";"Backdoor.Remsec, ProjectSauron";"Remsecis a modular backdoor that has been used byStriderand appears to have been designed primarily for espionage purposes. Many of its modules are written in Lua."
"S0174";"Responder";"";"Responder is an open source tool used for LLMNR, NBT-NS and MDNS poisoning, with built-in HTTP/SMB/MSSQL/FTP/LDAP rogue authentication server supporting NTLMv1/NTLMv2/LMv2, Extended Security NTLMSSP and Basic HTTP authentication."
"S0379";"Revenge RAT";"";"Revenge RATis a freely available remote access tool written in .NET (C#)."
"S0496";"REvil";"Sodin, Sodinokibi";"REvilis a ransomware family that has been linked to theGOLD SOUTHFIELDgroup and operated as ransomware-as-a-service (RaaS) since at least April 2019.REvil, which as been used against organizations in the manufacturing, transportation, and electric sectors, is highly configurable and shares code similarities with the GandCrab RaaS."
"S0258";"RGDoor";"";"RGDooris a malicious Internet Information Services (IIS) backdoor developed in the C++ language.RGDoorhas been seen deployed on webservers belonging to the Middle East government organizations.RGDoorprovides backdoor access to compromised IIS servers."
"S0433";"Rifdoor";"";"Rifdooris a remote access trojan (RAT) that shares numerous code similarities withHotCroissant."
"S0403";"Riltok";"";"Riltokis banking malware that uses phishing popups to collect user credentials."
"S0003";"RIPTIDE";"";"RIPTIDEis a proxy-aware backdoor used byAPT12."
"S0448";"Rising Sun";"";"Rising Sunis a modular backdoor that was used extensively inOperation Sharpshooterbetween 2017 and 2019.Rising Suninfected at least 87 organizations around the world, including nuclear, defense, energy, and financial service companies. Security researchers assessedRising Sunincluded some source code fromLazarus Group's Trojan Duuzer."
"S0684";"ROADTools";"";"ROADToolsis a framework for enumerating Azure Active Directory environments. The tool is written in Python and publicly available on GitHub."
"S0400";"RobbinHood";"";"RobbinHoodis ransomware that was first observed being used in an attack against the Baltimore city government's computer network."
"S0112";"ROCKBOOT";"";"ROCKBOOTis aBootkitthat has been used by an unidentified, suspected China-based group."
"S0270";"RogueRobin";"";"RogueRobinis a payload used byDarkHydrusthat has been developed in PowerShell and C#."
"S0240";"ROKRAT";"";"ROKRATis a cloud-based remote access tool (RAT) used byAPT37to target victims in South Korea.APT37has used ROKRAT during several campaigns from 2016 through 2021."
"S1078";"RotaJakiro";"";"RotaJakirois a 64-bit Linux backdoor used byAPT32. First seen in 2018, it uses a plugin architecture to extend capabilities.RotaJakirocan determine it's permission level and execute according to access type (rootoruser)."
"S0411";"Rotexy";"";"Rotexyis an Android banking malware that has evolved over several years. It was originally an SMS spyware Trojan first spotted in October 2014, and since then has evolved to contain more features, including ransomware functionality."
"S0103";"route";"";"routecan be used to find or change information within the local system IP routing table."
"S0090";"Rover";"";"Roveris malware suspected of being used for espionage purposes. It was used in 2015 in a targeted email sent to an Indian Ambassador to Afghanistan."
"S1073";"Royal";"";"Royalis ransomware that first appeared in early 2022;  a version that also targets ESXi servers was later observed in February 2023.Royalemploys partial encryption and multiple threads to evade detection and speed encryption.Royalhas been used in attacks against multiple industries worldwide--including critical infrastructure. Security researchers have identified similarities in the encryption routines and TTPs used inRoyalandContiattacks and noted a possible connection between their operators."
"S0148";"RTM";"Redaman";"RTMis custom malware written in Delphi. It is used by the group of the same name (RTM). Newer versions of the malware have been reported publicly as Redaman."
"S1071";"Rubeus";"";"Rubeusis a C# toolset designed for raw Kerberos interaction that has been used since at least 2020, including in ransomware operations."
"S0358";"Ruler";"";"Ruleris a tool to abuse Microsoft Exchange services. It is publicly available on GitHub and the tool is executed via the command line. The creators ofRulerhave also released a defensive tool, NotRuler, to detect its usage."
"S0313";"RuMMS";"";"RuMMSis an Android malware family."
"S0253";"RunningRAT";"";"RunningRATis a remote access tool that appeared in operations surrounding the 2018 Pyeongchang Winter Olympics along withGold DragonandBrave Prince."
"S0446";"Ryuk";"";"Ryukis a ransomware designed to target enterprise environments that has been used in attacks since at least 2018.Ryukshares code similarities with Hermes ransomware."
"S0085";"S-Type";"";"S-Typeis a backdoor that was used inOperation Dust Stormsince at least 2013."
"S1062";"S.O.V.A.";"";"S.O.V.A.is an Android banking trojan that was first identified in August 2021 and has subsequently been found in a variety of applications, including banking, cryptocurrency wallet/exchange, and shopping apps.S.O.V.A., which is Russian for ""owl"", contains features not commonly found in Android malware, such as session cookie theft."
"S1018";"Saint Bot";"";"Saint Botis a .NET downloader that has been used byEmber Bearsince at least March 2021."
"S0074";"Sakula";"Sakurel, VIPER";"Sakulais a remote access tool (RAT) that first surfaced in 2012 and was used in intrusions throughout 2015."
"S0370";"SamSam";"Samas";"SamSamis ransomware that appeared in early 2016. Unlike some ransomware, its variants have required operators to manually interact with the malware to execute some of its core components."
"S1099";"Samurai";"";"Samuraiis a passive backdoor that has been used byToddyCatsince at least 2020.Samuraiallows arbitrary C# code execution and is used with multiple modules for remote administration and lateral movement."
"S1085";"Sardonic";"";"Sardonicis a backdoor written in C and C++ that is known to be used byFIN8, as early as August 2021 to target a financial institution in the United States.Sardonichas a plugin system that can load specially made DLLs and execute their functions."
"S0111";"schtasks";"schtasks.exe";"schtasksis used to schedule execution of programs or scripts on a Windows system to run at a specific date and time."
"S0461";"SDBbot";"";"SDBbotis a backdoor with installer and loader components that has been used byTA505since at least 2019."
"S0195";"SDelete";"";"SDeleteis an application that securely deletes data in a way that makes it unrecoverable. It is part of the Microsoft Sysinternals suite of tools."
"S0053";"SeaDuke";"SeaDaddy, SeaDesk";"SeaDukeis malware that was used byAPT29from 2014 to 2015. It was used primarily as a secondary backdoor for victims that were already compromised withCozyCar."
"S0345";"Seasalt";"";"Seasaltis malware that has been linked toAPT1's 2010 operations. It shares some code similarities withOceanSalt."
"S0185";"SEASHARPEE";"";"SEASHARPEEis a Web shell that has been used byOilRig."
"S0382";"ServHelper";"";"ServHelperis a backdoor first observed in late 2018. The backdoor is written in Delphi and is typically delivered as a DLL file."
"S0639";"Seth-Locker";"";"Seth-Lockeris a ransomware with some remote control capabilities that has been in use since at least 2021."
"S0596";"ShadowPad";"POISONPLUG.SHADOW";"ShadowPadis a modular backdoor that was first identified in a supply chain compromise of the NetSarang software in mid-July 2017. The malware was originally thought to be exclusively used byAPT41, but has since been observed to be used by various Chinese threat activity groups."
"S0140";"Shamoon";"Disttrack";"Shamoonis wiper malware that was first used by an Iranian group known as the ""Cutting Sword of Justice"" in 2012. Other versions known as Shamoon 2 and Shamoon 3 were observed in 2016 and 2018.Shamoonhas also been seen leveragingRawDiskand Filerase to carry out data wiping tasks. Analysis has linkedShamoonwithKwampirsbased on multiple shared artifacts and coding patterns. The term Shamoon is sometimes used to refer to the group using the malware as well as the malware itself."
"S1019";"Shark";"";"Sharkis a backdoor malware written in C# and .NET that is an updated version ofMilan; it has been used byHEXANEsince at least July 2021."
"S1055";"SharkBot";"";"SharkBotis a banking malware, first discovered in October 2021, that tries to initiate money transfers directly from compromised devices by abusing Accessibility Services."
"S1089";"SharpDisco";"";"SharpDiscois a dropper developed in C# that has been used byMoustachedBouncersince at least 2020 to load malicious plugins."
"S0546";"SharpStage";"";"SharpStageis a .NET malware with backdoor capabilities."
"S0450";"SHARPSTATS";"";"SHARPSTATSis a .NET backdoor used byMuddyWatersince at least 2019."
"S0294";"ShiftyBug";"";"ShiftyBugis an auto-rooting adware family of malware for Android. The family is very similar to the other Android families known as Shedun, Shuanet, Kemoge, though it is not believed all the families were created by the same group."
"S0444";"ShimRat";"";"ShimRathas been used by the suspected China-based adversaryMofangin campaigns targeting multiple countries and sectors including government, military, critical infrastructure, automobile, and weapons development. The name ""ShimRat"" comes from the malware's extensive use of Windows Application Shimming to maintain persistence."
"S0445";"ShimRatReporter";"";"ShimRatReporteris a tool used by suspected Chinese adversaryMofangto automatically conduct initial discovery. The details from this discovery are used to customize follow-on payloads (such asShimRat) as well as set up faux infrastructure which mimics the adversary's targets.ShimRatReporterhas been used in campaigns targeting multiple countries and sectors including government, military, critical infrastructure, automobile, and weapons development."
"S0028";"SHIPSHAPE";"";"SHIPSHAPEis malware developed byAPT30that allows propagation and exfiltration of data over removable devices.APT30may use this capability to exfiltrate data across air-gaps."
"S0063";"SHOTPUT";"Backdoor.APT.CookieCutter, Pirpi";"SHOTPUTis a custom backdoor used byAPT3."
"S0217";"SHUTTERSPEED";"";"SHUTTERSPEEDis a backdoor used byAPT37."
"S0589";"Sibot";"";"Sibotis dual-purpose malware written in VBScript designed to achieve persistence on a compromised system as well as download and execute additional payloads. Microsoft discovered threeSibotvariants in early 2021 during its investigation ofAPT29and theSolarWinds Compromise."
"S0610";"SideTwist";"";"SideTwistis a C-based backdoor that has been used byOilRigsince at least 2021."
"S0692";"SILENTTRINITY";"";"SILENTTRINITYis an open source remote administration and post-exploitation framework primarily written in Python that includes stagers written in Powershell, C, and Boo.SILENTTRINITYwas used in a 2019 campaign against Croatian government agencies by unidentified cyber actors."
"S0549";"SilkBean";"";"SilkBeanis a piece of Android surveillanceware containing comprehensive remote access tool (RAT) functionality that has been used in targeting of the Uyghur ethnic group."
"S0623";"Siloscape";"";"Siloscapeis malware that targets Kubernetes clusters through Windows containers.Siloscapewas first observed in March 2021."
"S0419";"SimBad";"";"SimBadwas a strain of adware on the Google Play Store, distributed through the RXDroider Software Development Kit. The name ""SimBad"" was derived from the fact that most of the infected applications were simulator games. The adware was controlled using an instance of the open source framework Parse Server."
"S0007";"Skeleton Key";"";"Skeleton Keyis malware used to inject false credentials into domain controllers with the intent of creating a backdoor password.  Functionality similar toSkeleton Keyis included as a module inMimikatz."
"S0468";"Skidmap";"";"Skidmapis a kernel-mode rootkit used for cryptocurrency mining."
"S0327";"Skygofree";"";"Skygofreeis Android spyware that is believed to have been developed in 2014 and used through at least 2017."
"S1110";"SLIGHTPULSE";"";"SLIGHTPULSEis a web shell that was used byAPT5as early as 2020 including against Pulse Secure VPNs at US Defense Industrial Base (DIB) entities."
"S0633";"Sliver";"";"Sliveris an open source, cross-platform, red team command and control framework written in Golang."
"S0533";"SLOTHFULMEDIA";"JackOfHearts, QueenOfClubs";"SLOTHFULMEDIAis a remote access Trojan written in C++ that has been used by an unidentified ""sophisticated cyber actor"" since at least January 2017. It has been used to target government organizations, defense contractors, universities, and energy companies in Russia, India, Kazakhstan, Kyrgyzstan, Malaysia, Ukraine, and Eastern Europe.In October 2020, Kaspersky Labs assessedSLOTHFULMEDIAis part of an activity cluster it refers to as ""IAmTheKing"". ESET also noted code similarity betweenSLOTHFULMEDIAand droppers used by a group it refers to as ""PowerPool""."
"S0218";"SLOWDRIFT";"";"SLOWDRIFTis a backdoor used byAPT37against academic and strategic victims in South Korea."
"S1104";"SLOWPULSE";"";"SLOWPULSEis a malware that was used byAPT5as early as 2020 including against U.S. Defense Industrial Base (DIB) companies.SLOWPULSEhas several variants and can modify legitimate Pulse Secure VPN files in order to log credentials and bypass single and two-factor authentication flows."
"S1035";"Small Sieve";"GRAMDOOR";"Small Sieveis a Telegram Bot API-based Python backdoor that has been distributed using a Nullsoft Scriptable Install System (NSIS) Installer; it has been used byMuddyWatersince at least January 2022.Security researchers have also notedSmall Sieve's use by UNC3313, which may be associated withMuddyWater."
"S0226";"Smoke Loader";"Dofoil";"Smoke Loaderis a malicious bot application that can be used to load other malware.Smoke Loaderhas been seen in the wild since at least 2011 and has included a number of different payloads. It is notorious for its use of deception and self-protection. It also comes with several plug-ins."
"S0649";"SMOKEDHAM";"";"SMOKEDHAMis a Powershell-based .NET backdoor that was first reported in May 2021; it has been used by at least one ransomware-as-a-service affiliate."
"S1086";"Snip3";"";"Snip3is a sophisticated crypter-as-a-service that has been used since at least 2021 to obfuscate and load numerous strains of malware includingAsyncRAT,Revenge RAT,Agent Tesla, andNETWIRE."
"S0159";"SNUGRIDE";"";"SNUGRIDEis a backdoor that has been used bymenuPassas first stage malware."
"S1124";"SocGholish";"FakeUpdates";"SocGholishis a JavaScript-based loader malware that has been used since at least 2017. It has been observed in use against multiple sectors globally for initial access, primarily through drive-by-downloads masquerading as software updates. SocGholish is operated byMustard Tempestand its access has been sold to groups includingIndrik Spiderfor downloading secondary RAT and ransomware payloads."
"S0273";"Socksbot";"";"Socksbotis a backdoor that  abuses Socket Secure (SOCKS) proxies."
"S0627";"SodaMaster";"DARKTOWN, dfls, DelfsCake";"SodaMasteris a fileless malware used bymenuPassto download and execute payloads since at least 2020."
"S0615";"SombRAT";"";"SombRATis a modular backdoor written in C++ that has been used since at least 2019 to download and execute malicious payloads, includingFIVEHANDSransomware."
"S0516";"SoreFang";"";"SoreFangis first stage downloader used byAPT29for exfiltration and to load other malware."
"S0157";"SOUNDBITE";"";"SOUNDBITEis a signature backdoor used byAPT32."
"S0035";"SPACESHIP";"";"SPACESHIPis malware developed byAPT30that allows propagation and exfiltration of data over removable devices.APT30may use this capability to exfiltrate data across air-gaps."
"S0543";"Spark";"";"Sparkis a Windows backdoor and has been in use since as early as 2017."
"S0374";"SpeakUp";"";"SpeakUpis a Trojan backdoor that targets both Linux and OSX devices. It was first observed in January 2019."
"S0646";"SpicyOmelette";"";"SpicyOmeletteis a JavaScript based remote access tool that has been used byCobalt Groupsince at least 2018."
"S0227";"spwebmember";"";"spwebmemberis a Microsoft SharePoint enumeration and data dumping tool written in .NET."
"S0324";"SpyDealer";"";"SpyDealeris Android malware that exfiltrates sensitive data from Android devices."
"S0305";"SpyNote RAT";"";"SpyNote RAT(Remote Access Trojan) is a family of malicious Android apps. TheSpyNote RATbuilder tool can be used to develop malicious apps with the malware's functionality."
"S0225";"sqlmap";"";"sqlmapis an open source penetration testing tool that can be used to automate the process of detecting and exploiting SQL injection flaws."
"S0390";"SQLRat";"";"SQLRatis malware that executes SQL scripts to avoid leaving traditional host artifacts.FIN7has been observed using it."
"S1030";"Squirrelwaffle";"";"Squirrelwaffleis a loader that was first seen in September 2021. It has been used in spam email campaigns to deliver additional malware such asCobalt Strikeand theQakBotbanking trojan."
"S0058";"SslMM";"";"SslMMis a full-featured backdoor used byNaikonthat has multiple variants."
"S0188";"Starloader";"";"Starloaderis a loader component that has been observed loadingFelismusand associated tools."
"S1037";"STARWHALE";"CANOPY";"STARWHALEis Windows Script File (WSF) backdoor that has been used byMuddyWater, possibly since at least November 2021; there is also aSTARWHALEvariant written in Golang with similar capabilities. Security researchers have also noted the use ofSTARWHALEby UNC3313, which may be associated withMuddyWater."
"S1112";"STEADYPULSE";"";"STEADYPULSEis a web shell that infects targeted Pulse Secure VPN servers through modification of a legitimate Perl script that was used as early as 2020 including in activity against US Defense Industrial Base (DIB) entities."
"S0328";"Stealth Mango";"";"Stealth Mangois Android malware that has reportedly been used to successfully compromise the mobile devices of government officials, members of the military, medical professionals, and civilians. The iOS malware known asTangelois believed to be from the same developer."
"S0380";"StoneDrill";"DROPSHOT";"StoneDrillis wiper malware discovered in destructive campaigns against both Middle Eastern and European targets in association withAPT33."
"S0142";"StreamEx";"";"StreamExis a malware family that has been used byDeep Pandasince at least 2015. In 2016, it was distributed via legitimate compromised Korean websites."
"S1034";"StrifeWater";"";"StrifeWateris a remote-access tool that has been used byMoses Staffin the initial stages of their attacks since at least November 2021."
"S0491";"StrongPity";"";"StrongPityis an information stealing malware used byPROMETHIUM."
"S0603";"Stuxnet";"W32.Stuxnet";"Stuxnetwas the first publicly reported piece of malware to specifically target industrial control systems devices.Stuxnetis a large and complex piece of malware that utilized multiple different behaviors including multiple zero-day vulnerabilities, a sophisticated Windows rootkit, and network infection routines.Stuxnetwas discovered in 2010, with some components being used as early as November 2008."
"S1042";"SUGARDUMP";"";"SUGARDUMPis a proprietary browser credential harvesting tool that was used by UNC3890 during theC0010campaign. The first knownSUGARDUMPversion was used since at least early 2021, a second SMTP C2 version was used from late 2021-early 2022, and a third HTTP C2 variant was used since at least April 2022."
"S1049";"SUGARUSH";"";"SUGARUSHis a small custom backdoor that can establish a reverse shell over TCP to a hard coded C2 address.SUGARUSHwas first identified during analysis of UNC3890'sC0010campaign targeting Israeli companies, which began in late 2020."
"S1082";"Sunbird";"";"Sunbirdis one of two mobile malware families known to be used by the APTConfucius.  Analysis suggests thatSunbirdwas first active in early 2017. WhileSunbirdandHornbilloverlap in core capabilities,Sunbirdhas a more extensive set of malicious features."
"S0559";"SUNBURST";"Solorigate";"SUNBURSTis a trojanized DLL designed to fit within the SolarWinds Orion software update framework. It was used byAPT29since at least February 2020."
"S0562";"SUNSPOT";"";"SUNSPOTis an implant that injected theSUNBURSTbackdoor into the SolarWinds Orion software update framework. It was used byAPT29since at least February 2020."
"S0578";"SUPERNOVA";"";"SUPERNOVAis an in-memory web shell written in .NET C#. It was discovered in November 2020 during the investigation ofAPT29's SolarWinds cyber operation but determined to be unrelated. Subsequent analysis suggestsSUPERNOVAmay have been used by the China-based threat group SPIRAL."
"S1064";"SVCReady";"";"SVCReadyis a loader that has been used since at least April 2022 in malicious spam campaigns. Security researchers have noted overlaps betweenTA551activity andSVCReadydistribution, including similarities in file names, lure images, and identical grammatical errors."
"S0018";"Sykipot";"";"Sykipotis malware that has been used in spearphishing campaigns since approximately 2007 against victims primarily in the US. One variant ofSykipothijacks smart cards on victims.  The group using this malware has also been referred to as Sykipot."
"S0242";"SynAck";"";"SynAckis variant of Trojan ransomware targeting mainly English-speaking users since at least fall 2017."
"S0519";"SYNful Knock";"";"SYNful Knockis a stealthy modification of the operating system of network devices that can be used to maintain persistence within a victim's network and provide new capabilities to the adversary."
"S0060";"Sys10";"";"Sys10is a backdoor that was used throughout 2013 byNaikon."
"S0464";"SYSCON";"";"SYSCONis a backdoor that has been in use since at least 2017 and has been associated with campaigns involving North Korean themes.SYSCONhas been delivered by theCARROTBALLandCARROTBATdroppers."
"S0096";"Systeminfo";"";"Systeminfois a Windows utility that can be used to gather detailed information about a computer."
"S0663";"SysUpdate";"HyperSSL, Soldier, FOCUSFJORD";"SysUpdateis a backdoor written in C++ that has been used byThreat Group-3390since at least 2020."
"S0098";"T9000";"";"T9000is a backdoor that is a newer variant of the T5000 malware family, also known as Plat1. Its primary function is to gather information about the victim. It has been used in multiple targeted attacks against U.S.-based organizations."
"S0011";"Taidoor";"";"Taidooris a remote access trojan (RAT) that has been used by Chinese government cyber actors to maintain access on victim networks.Taidoorhas primarily been used against Taiwanese government organizations since at least 2010."
"S0586";"TAINTEDSCRIBE";"";"TAINTEDSCRIBEis a fully-featured beaconing implant integrated with command modules used byLazarus Group. It was first reported in May 2020."
"S0467";"TajMahal";"";"TajMahalis a multifunctional spying framework that has been in use since at least 2014.TajMahalis comprised of two separate packages, named Tokyo and Yokohama, and can deploy up to 80 plugins."
"S0329";"Tangelo";"";"Tangelois iOS malware that is believed to be from the same developers as theStealth MangoAndroid malware. It is not a mobile application, but rather a Debian package that can only run on jailbroken iOS devices."
"S1069";"TangleBot";"";"TangleBotis SMS malware that was initially observed in September 2021, primarily targeting mobile users in the United States and Canada.TangleBothas used SMS text message lures about COVID-19 regulations and vaccines to trick mobile users into downloading the malware, similar toFluBotAndroid malware campaigns."
"S1011";"Tarrask";"";"Tarraskis malware that has been used byHAFNIUMsince at least August 2021.Tarraskwas designed to evade digital defenses and maintain persistence by generating concealed scheduled tasks."
"S0057";"Tasklist";"";"TheTasklistutility displays a list of applications and services with their Process IDs (PID) for all tasks running on either a local or a remote computer. It is packaged with Windows operating systems and can be executed from the command-line interface."
"S0164";"TDTESS";"";"TDTESSis a 64-bit .NET binary backdoor used byCopyKittens."
"S0560";"TEARDROP";"";"TEARDROPis a memory-only dropper that was discovered on some victim machines during investigations related to theSolarWinds Compromise. It was likely used byAPT29since at least May 2020."
