"mitigation_code";"tech_code";"mitigation_implementing"
"M1021";"T1218";"Restrict use of certain websites, block downloads/attachments, block Javascript, restrict browser extensions, etc."
"M1021";"T1218001";"Consider blocking download/transfer and execution of potentially uncommon file types known to be used in adversary campaigns, such as CHM files"
"M1021";"T1550001";"Update corporate policies to restrict what types of third-party applications may be added to any online service or tool that is linked to the company's information, accounts or network (e.g., Google, Microsoft, Dropbox, Basecamp, GitHub). However, rather than providing high-level guidance on this, be extremely specific—include a list of per-approved applications and deny all others not on the list. Administrators may also block end-user consent through administrative portals, such as the Azure Portal, disabling users from authorizing third-party apps through OAuth and forcing administrative consent. "
"M1021";"T1204";"If a link is being visited by a user, block unknown or unused files in transit by default that should not be downloaded or by policy from suspicious sites as a best practice to prevent some vectors, such as .scr, .exe, .pif, .cpl, etc. Some download scanning devices can open and analyze compressed and encrypted formats, such as zip and rar that may be used to conceal malicious files."
"M1021";"T1204001";"If a link is being visited by a user, block unknown or unused files in transit by default that should not be downloaded or by policy from suspicious sites as a best practice to prevent some vectors, such as .scr, .exe, .pif, .cpl, etc. Some download scanning devices can open and analyze compressed and encrypted formats, such as zip and rar that may be used to conceal malicious files."
"M1021";"T1102";"Web proxies can be used to enforce external network communication policy that prevents use of unauthorized external services."
"M1021";"T1102001";"Web proxies can be used to enforce external network communication policy that prevents use of unauthorized external services."
"M1021";"T1102002";"Web proxies can be used to enforce external network communication policy that prevents use of unauthorized external services."
"M1021";"T1102003";"Web proxies can be used to enforce external network communication policy that prevents use of unauthorized external services."
"M1054";"T1543";"Where possible, consider enforcing the use of container services in rootless mode to limit the possibility of privilege escalation or malicious effects on the host running the container."
"M1054";"T1543005";"Where possible, consider enforcing the use of container services in rootless mode to limit the possibility of privilege escalation or malicious effects on the host running the container."
"M1054";"T1555005";"Consider re-locking password managers after a short timeout to limit the time plaintext credentials live in memory from decrypted databases."
"M1054";"T1602";"Allowlist MIB objects and implement SNMP views. "
"M1054";"T1602001";"Allowlist MIB objects and implement SNMP views. "
"M1054";"T1602002";"Allowlist MIB objects and implement SNMP views. Disable Smart Install (SMI) if not used. "
"M1054";"T1546013";"Avoid PowerShell profiles if not needed. Use the -No Profile flag with when executing PowerShell scripts remotely to prevent local profiles and scripts from being executed."
"M1054";"T1606";"Configure browsers/applications to regularly delete persistent web credentials (such as cookies)."
"M1054";"T1606001";"Configure browsers/applications to regularly delete persistent web cookies."
"M1054";"T1562";"Consider implementing policies on internal web servers, such HTTP Strict Transport Security, that enforce the use of HTTPS/network traffic encryption to prevent insecure connections. "
"M1054";"T1562006";"Consider automatically relaunching forwarding mechanisms at recurring intervals (ex: temporal, on-logon, etc.) as well as applying appropriate change management to firewall rules and other related system configurations."
"M1054";"T1562009";"Ensure that endpoint defenses run in safe mode. "
"M1054";"T1562010";"Consider implementing policies on internal web servers, such HTTP Strict Transport Security, that enforce the use of HTTPS/network traffic encryption to prevent insecure connections. "
"M1054";"T1559";"Consider disabling embedded files in Office programs, such as OneNote, that do not work with Protected View. "
"M1054";"T1559002";"Consider disabling embedded files in Office programs, such as OneNote, that do not work with Protected View. "
"M1054";"T1137";"For the Office Test method, create the Registry key used to execute it and set the permissions to ""Read Control"" to prevent easy access to the key without administrator permissions or requiring Privilege Escalation. "
"M1054";"T1137002";"Create the Registry key used to execute it and set the permissions to ""Read Control"" to prevent easy access to the key without administrator permissions or requiring Privilege Escalation. "
"M1054";"T1566";"Use anti-spoofing and email authentication mechanisms to filter messages based on validity checks of the sender domain (using SPF) and integrity of messages (using DKIM). Enabling these mechanisms within an organization (through policies such as DMARC) may enable recipients (intra-org and cross domain) to perform similar message filtering and validation. "
"M1054";"T1566001";"Use anti-spoofing and email authentication mechanisms to filter messages based on validity checks of the sender domain (using SPF) and integrity of messages (using DKIM). Enabling these mechanisms within an organization (through policies such as DMARC) may enable recipients (intra-org and cross domain) to perform similar message filtering and validation. "
"M1054";"T1566002";"Use anti-spoofing and email authentication mechanisms to filter messages based on validity checks of the sender domain (using SPF) and integrity of messages (using DKIM). Enabling these mechanisms within an organization (through policies such as DMARC) may enable recipients (intra-org and cross domain) to perform similar message filtering and validation.

Furthermore, policies may enforce / install browser extensions that protect against IDN and homograph attacks."
"M1054";"T1598";"Use anti-spoofing and email authentication mechanisms to filter messages based on validity checks of the sender domain (using SPF) and integrity of messages (using DKIM). Enabling these mechanisms within an organization (through policies such as DMARC) may enable recipients (intra-org and cross domain) to perform similar message filtering and validation. "
"M1054";"T1598002";"Use anti-spoofing and email authentication mechanisms to filter messages based on validity checks of the sender domain (using SPF) and integrity of messages (using DKIM). Enabling these mechanisms within an organization (through policies such as DMARC) may enable recipients (intra-org and cross domain) to perform similar message filtering and validation. "
"M1054";"T1598003";"Use anti-spoofing and email authentication mechanisms to filter messages based on validity checks of the sender domain (using SPF) and integrity of messages (using DKIM). Enabling these mechanisms within an organization (through policies such as DMARC) may enable recipients (intra-org and cross domain) to perform similar message filtering and validation.

Furthermore, policies may enforce / install browser extensions that protect against IDN and homograph attacks. Browser password managers may also be configured to only populate credential fields when the URL matches that of the original, legitimate site."
"M1054";"T1539";"Configure browsers or tasks to regularly delete persistent cookies.

Additionally, minimize the length of time a web cookie is viable to potentially reduce the impact of stolen cookies while also increasing the needed frequency of cookie theft attempts – providing defenders with additional chances at detection.[10] For example, use non-persistent cookies to limit the duration a session ID will remain on the web client cache where an attacker could obtain it."
"M1054";"T1553";"HTTP Public Key Pinning (HPKP) is one method to mitigate potential Adversary-in-the-Middle situations where and adversary uses a mis-issued or fraudulent certificate to intercept encrypted communications by enforcing use of an expected certificate.  "
"M1054";"T1553004";"HTTP Public Key Pinning (HPKP) is one method to mitigate potential Adversary-in-the-Middle situations where and adversary uses a mis-issued or fraudulent certificate to intercept encrypted communications by enforcing use of an expected certificate.  "
"M1054";"T1537";"Configure appropriate data sharing restrictions in cloud services. For example, external sharing in Microsoft SharePoint and Google Drive can be turned off altogether, blocked for certain domains, or restricted to certain users. "
"M1054";"T1535";"Cloud service providers may allow customers to deactivate unused regions. "
"M1054";"T1550004";"Configure browsers or tasks to regularly delete persistent cookies."
"M1020";"T1573";"SSL/TLS inspection can be used to see the contents of encrypted sessions to look for network-based indicators of malware communication protocols."
"M1020";"T1573002";"SSL/TLS inspection can be used to see the contents of encrypted sessions to look for network-based indicators of malware communication protocols."
"M1020";"T1090";"If it is possible to inspect HTTPS traffic, the captures can be analyzed for connections that appear to be domain fronting."
"M1020";"T1090004";"If it is possible to inspect HTTPS traffic, the captures can be analyzed for connections that appear to be domain fronting."
"M1019";"T1212";"Develop a robust cyber threat intelligence capability to determine what types and levels of threat may use software exploits and 0-days against a particular organization."
"M1019";"T1211";"Develop a robust cyber threat intelligence capability to determine what types and levels of threat may use software exploits and 0-days against a particular organization."
"M1019";"T1068";"Develop a robust cyber threat intelligence capability to determine what types and levels of threat may use software exploits and 0-days against a particular organization."
"M1019";"T1210";"Develop a robust cyber threat intelligence capability to determine what types and levels of threat may use software exploits and 0-days against a particular organization."
"M1019";"T1656";"Threat intelligence helps defenders and users be aware of and defend against common lures and active campaigns that have been used for impersonation."
"M1051";"T1548";"Perform regular software updates to mitigate exploitation risk."
"M1051";"T1548002";"Consider updating Windows to the latest version and patch level to utilize the latest protective measures against UAC bypass. "
"M1051";"T1548006";"Routinely update software. Where possible, ensure systems are macOS Sierra+ and SIP is enabled. "
"M1051";"T1176";"Ensure operating systems and browsers are using the most current version."
"M1051";"T1110001";"Upgrade management services to the latest supported and compatible version. Specifically, any version providing increased password complexity or policy enforcement preventing default or weak passwords."
"M1051";"T1555";"Perform regular software updates to mitigate exploitation risk."
"M1051";"T1555005";"Update password managers regularly by employing patch management for internal enterprise endpoints and servers."
"M1051";"T1602";"Keep system images and software updated and migrate to SNMPv3. "
"M1051";"T1602001";"Keep system images and software updated and migrate to SNMPv3. "
"M1051";"T1602002";"Keep system images and software updated and migrate to SNMPv3. "
"M1051";"T1189";"Ensure all browsers and plugins kept updated can help prevent the exploit phase of this technique. Use modern browsers with security features turned on."
"M1051";"T1546";"Perform regular software updates to mitigate exploitation risk."
"M1051";"T1546010";"Upgrade to Windows 8 or later and enable secure boot."
"M1051";"T1546011";"Microsoft released an optional patch update - KB3045645 - that will remove the ""auto-elevate"" flag within the sdbinst.exe. This will prevent use of application shimming to bypass UAC."
"M1051";"T1190";"Update software regularly by employing patch management for externally exposed applications."
"M1051";"T1212";"Update software regularly by employing patch management for internal enterprise endpoints and servers."
"M1051";"T1211";"Update software regularly by employing patch management for internal enterprise endpoints and servers."
"M1051";"T1068";"Update software regularly by employing patch management for internal enterprise endpoints and servers."
"M1051";"T1210";"Update software regularly by employing patch management for internal enterprise endpoints and servers."
"M1051";"T1495";"Patch the BIOS and other firmware as necessary to prevent successful use of known vulnerabilities."
"M1051";"T1574";"Update software regularly to include patches that fix DLL side-loading vulnerabilities."
"M1051";"T1574002";"Update software regularly to include patches that fix DLL side-loading vulnerabilities."
"M1051";"T1137";"For the Outlook methods, blocking macros may be ineffective as the Visual Basic engine used for these features is separate from the macro scripting engine. Microsoft has released patches to try to address each issue. Ensure KB3191938 which blocks Outlook Visual Basic and displays a malicious code warning, KB4011091 which disables custom forms by default, and KB4011162 which removes the legacy Home Page feature, are applied to systems. "
"M1051";"T1137003";"For the Outlook methods, blocking macros may be ineffective as the Visual Basic engine used for these features is separate from the macro scripting engine. Microsoft has released patches to try to address each issue. Ensure KB3191938 which blocks Outlook Visual Basic and displays a malicious code warning, KB4011091 which disables custom forms by default, and KB4011162 which removes the legacy Home Page feature, are applied to systems. "
"M1051";"T1137004";"For the Outlook methods, blocking macros may be ineffective as the Visual Basic engine used for these features is separate from the macro scripting engine. Microsoft has released patches to try to address each issue. Ensure KB3191938 which blocks Outlook Visual Basic and displays a malicious code warning, KB4011091 which disables custom forms by default, and KB4011162 which removes the legacy Home Page feature, are applied to systems. "
"M1051";"T1137005";"For the Outlook methods, blocking macros may be ineffective as the Visual Basic engine used for these features is separate from the macro scripting engine. Microsoft has released patches to try to address each issue. Ensure KB3191938 which blocks Outlook Visual Basic and displays a malicious code warning, KB4011091 which disables custom forms by default, and KB4011162 which removes the legacy Home Page feature, are applied to systems. "
"M1051";"T1542";"Patch the BIOS and EFI as necessary."
"M1051";"T1542001";"Patch the BIOS and EFI as necessary."
"M1051";"T1542002";"Perform regular firmware updates to mitigate risks of exploitation and/or abuse."
"M1051";"T1072";"Patch deployment systems regularly to prevent potential remote access through Exploitation for Privilege Escalation."
"M1051";"T1195";"A patch management process should be implemented to check unused dependencies, unmaintained and/or previously vulnerable dependencies, unnecessary features, components, files, and documentation."
"M1051";"T1195001";"A patch management process should be implemented to check unused dependencies, unmaintained and/or previously vulnerable dependencies, unnecessary features, components, files, and documentation."
"M1051";"T1195002";"A patch management process should be implemented to check unused applications, unmaintained and/or previously vulnerable software, unnecessary features, components, files, and documentation."
"M1051";"T1552";"Apply patch KB2962486 which prevents credentials from being stored in GPPs. "
"M1051";"T1552006";"Apply patch KB2962486 which prevents credentials from being stored in GPPs. "
"M1051";"T1550002";"Apply patch KB2871997 to Windows 7 and higher systems to limit the default access of accounts in the local administrator group. "
"M1052";"T1548";"Although UAC bypass techniques exist, it is still prudent to use the highest enforcement level for UAC when possible and mitigate bypass opportunities that exist with techniques such as DLL Search Order Hijacking."
"M1052";"T1548002";"Although UAC bypass techniques exist, it is still prudent to use the highest enforcement level for UAC when possible and mitigate bypass opportunities that exist with techniques such as DLL Search Order Hijacking."
"M1052";"T1546011";"Changing UAC settings to ""Always Notify"" will give the user more visibility when UAC elevation is requested, however, this option will not be popular among users due to the constant UAC interruptions."
"M1052";"T1574";"Turn off UAC's privilege elevation for standard users [HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System] to automatically deny elevation requests, add: ""ConsentPromptBehaviorUser""=dword:00000000. Consider enabling installer detection for all users by adding: ""EnableInstallerDetection""=dword:00000001. This will prompt for a password for installation and also log the attempt. To disable installer detection, instead add: ""EnableInstallerDetection""=dword:00000000. This may prevent potential elevation of privileges through exploitation during the process of UAC detecting the installer, but will allow the installation process to continue without being logged. "
"M1052";"T1574005";"Turn off UAC's privilege elevation for standard users [HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System] to automatically deny elevation requests, add: ""ConsentPromptBehaviorUser""=dword:00000000. Consider enabling installer detection for all users by adding: ""EnableInstallerDetection""=dword:00000001. This will prompt for a password for installation and also log the attempt. To disable installer detection, instead add: ""EnableInstallerDetection""=dword:00000000. This may prevent potential elevation of privileges through exploitation during the process of UAC detecting the installer, but will allow the installation process to continue without being logged. "
"M1052";"T1574010";"Turn off UAC's privilege elevation for standard users [HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System] to automatically deny elevation requests, add: ""ConsentPromptBehaviorUser""=dword:00000000. Consider enabling installer detection for all users by adding: ""EnableInstallerDetection""=dword:00000001. This will prompt for a password for installation and also log the attempt. To disable installer detection, instead add: ""EnableInstallerDetection""=dword:00000000. This may prevent potential elevation of privileges through exploitation during the process of UAC detecting the installer, but will allow the installation process to continue without being logged. "
"M1052";"T1550002";"Enable pass the hash mitigations to apply UAC restrictions to local accounts on network logon. The associated Registry key is located HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\LocalAccountTokenFilterPolicy.

Through GPO: Computer Configuration > [Policies] > Administrative Templates > SCM: Pass the Hash Mitigations: Apply UAC restrictions to local accounts on network logons.[2]"
"M1018";"T1548";"Limit the privileges of cloud accounts to assume, create, or impersonate additional roles, policies, and permissions to only those required. Where just-in-time access is enabled, consider requiring manual approval for temporary elevation of privileges."
"M1018";"T1548005";"Limit the privileges of cloud accounts to assume, create, or impersonate additional roles, policies, and permissions to only those required. Where just-in-time access is enabled, consider requiring manual approval for temporary elevation of privileges."
"M1018";"T1134";"An adversary must already have administrator level access on the local system to make full use of this technique be sure to restrict users and accounts to the least privileges they require."
"M1018";"T1134001";"An adversary must already have administrator level access on the local system to make full use of this technique be sure to restrict users and accounts to the least privileges they require."
"M1018";"T1134002";"An adversary must already have administrator level access on the local system to make full use of this technique be sure to restrict users and accounts to the least privileges they require."
"M1018";"T1134003";"An adversary must already have administrator level access on the local system to make full use of this technique be sure to restrict users and accounts to the least privileges they require."
"M1018";"T1087";"Manage the creation, modification, use, and permissions associated to user accounts."
"M1018";"T1087004";"Limit permissions to discover cloud accounts in accordance with least privilege. Organizations should limit the number of users within the organization with an IAM role that has administrative privileges, strive to reduce all permanent privileged role assignments, and conduct periodic entitlement reviews on IAM users, roles and policies."
"M1018";"T1098";"Ensure that low-privileged user accounts do not have permissions to modify accounts or account-related policies."
"M1018";"T1098001";"Ensure that low-privileged user accounts do not have permission to add access keys to accounts. In AWS environments, prohibit users from calling the sts:GetFederationToken API unless explicitly required. "
"M1018";"T1098003";"Ensure that low-privileged user accounts do not have permissions to add permissions to accounts or update IAM policies."
"M1018";"T1098004";"In cloud environments, ensure that only users who explicitly require the permissions to update instance metadata or configurations can do so."
"M1018";"T1098006";"Ensure that low-privileged accounts do not have permissions to add permissions to accounts or to update container cluster roles."
"M1018";"T1020001";"In cloud environments, ensure that users are not granted permissions to create or modify traffic mirrors unless this is explicitly required."
"M1018";"T1197";"Consider limiting access to the BITS interface to specific users or groups. "
"M1018";"T1547004";"Limit the privileges of user accounts so that only authorized administrators can perform Winlogon helper changes."
"M1018";"T1547006";"Use MDM to disable user's ability to install or approve kernel extensions, and ensure all approved kernel extensions are in alignment with policies specified in com.apple.syspolicy.kernel-extension-policy. "
"M1018";"T1547009";"Limit permissions for who can create symbolic links in Windows to appropriate groups such as Administrators and necessary groups for virtualization. This can be done through GPO: Computer Configuration > [Policies] > Windows Settings > Security Settings > Local Policies > User Rights Assignment: Create symbolic links. "
"M1018";"T1547012";"Limit user accounts that can load or unload device drivers by disabling SeLoadDriverPrivilege."
"M1018";"T1547013";"Limit privileges of user accounts so only authorized privileged users can create and modify XDG autostart entries."
"M1018";"T1185";"Since browser pivoting requires a high integrity process to launch from, restricting user permissions and addressing Privilege Escalation and Bypass User Account Control opportunities can limit the exposure to this technique."
"M1018";"T1110";"Proactively reset accounts that are known to be part of breached credentials either immediately, or after detecting bruteforce attempts."
"M1018";"T1110004";"Proactively reset accounts that are known to be part of breached credentials either immediately, or after detecting bruteforce attempts."
"M1018";"T1580";"Limit permissions to discover cloud infrastructure in accordance with least privilege. Organizations should limit the number of users within the organization with an IAM role that has administrative privileges, strive to reduce all permanent privileged role assignments, and conduct periodic entitlement reviews on IAM users, roles and policies."
"M1018";"T1538";"Enforce the principle of least-privilege by limiting dashboard visibility to only the resources required. This may limit the discovery value of the dashboard in the event of a compromised account."
"M1018";"T1619";"Restrict granting of permissions related to listing objects in cloud storage to necessary accounts."
"M1018";"T1059008";"Use of Authentication, Authorization, and Accounting (AAA) systems will limit actions users can perform and provide a history of user actions to detect unauthorized use and abuse. Ensure least privilege principles are applied to user accounts and groups so that only authorized users can perform configuration changes. "
"M1018";"T1609";"Enforce authentication and role-based access control on the container service to restrict users to the least privileges required.[7] When using Kubernetes, avoid giving users wildcard permissions or adding users to the system:masters group, and use RoleBindings rather than ClusterRoleBindings to limit user privileges to specific namespaces. "
"M1018";"T1613";"Enforce the principle of least privilege by limiting dashboard visibility to only the required users. When using Kubernetes, avoid giving users wildcard permissions or adding users to the system:masters group, and use RoleBindings rather than ClusterRoleBindings to limit user privileges to specific namespaces. "
"M1018";"T1543";"Limit privileges of user accounts and groups so that only authorized administrators can interact with system-level process changes and service configurations."
"M1018";"T1543002";"Limit user access to system utilities such as systemctl to only users who have a legitimate need."
"M1018";"T1543003";"Limit privileges of user accounts and groups so that only authorized administrators can interact with service changes and service configurations."
"M1018";"T1543004";"Limit privileges of user accounts and remediate Privilege Escalation vectors so only authorized administrators can create new Launch Daemons."
"M1018";"T1543005";"Limit access to utilities such as docker to only users who have a legitimate need, especially if using docker in rootful mode. In Kubernetes environments, only grant privileges to deploy pods to users that require it."
"M1018";"T1530";"Configure user permissions groups and roles for access to cloud storage.[9] Implement strict Identity and Access Management (IAM) controls to prevent access to storage solutions except for the applications, users, and services that require access.[10] Ensure that temporary access tokens are issued rather than permanent credentials, especially when access is being granted to entities outside of the internal security boundary. "
"M1018";"T1213";"Enforce the principle of least-privilege. Consider implementing access control mechanisms that include both authentication and authorization."
"M1018";"T1213001";"Enforce the principle of least-privilege. Consider implementing access control mechanisms that include both authentication and authorization."
"M1018";"T1213002";"Enforce the principle of least-privilege. Consider implementing access control mechanisms that include both authentication and authorization."
"M1018";"T1213003";"Enforce the principle of least-privilege. Consider implementing access control mechanisms that include both authentication and authorization."
"M1018";"T1610";"Enforce the principle of least privilege by limiting container dashboard access to only the necessary users. When using Kubernetes, avoid giving users wildcard permissions or adding users to the system:masters group, and use RoleBindings rather than ClusterRoleBindings to limit user privileges to specific namespaces. "
"M1018";"T1006";"Ensure only accounts required to configure and manage backups have the privileges to do so. Monitor these accounts for unauthorized backup activity."
"M1018";"T1484";"Consider implementing WMI and security filtering to further tailor which users and computers a GPO will apply to. "
"M1018";"T1484001";"Consider implementing WMI and security filtering to further tailor which users and computers a GPO will apply to. "
"M1018";"T1546003";"By default, only administrators are allowed to connect remotely using WMI; restrict other users that are allowed to connect, or disallow all users from connecting remotely to WMI."
"M1018";"T1048";"Configure user permissions groups and roles for access to cloud storage.[9] Implement strict Identity and Access Management (IAM) controls to prevent access to storage solutions except for the applications, users, and services that require access.[10] Ensure that temporary access tokens are issued rather than permanent credentials, especially when access is being granted to entities outside of the internal security boundary. "
"M1018";"T1657";"Limit access/authority to execute sensitive transactions, and switch to systems and procedures designed to authenticate/approve payments and purchase requests outside of insecure communication lines such as email."
"M1018";"T1606";"Ensure that user accounts with administrative rights follow best practices, including use of privileged access workstations, Just in Time/Just Enough Administration (JIT/JEA), and strong authentication. Reduce the number of users that are members of highly privileged Directory Roles.[15] In AWS environments, prohibit users from calling the sts:GetFederationToken API unless explicitly required. "
"M1018";"T1606002";"Ensure that user accounts with administrative rights follow best practices, including use of privileged access workstations, Just in Time/Just Enough Administration (JIT/JEA), and strong authentication. Reduce the number of users that are members of highly privileged Directory Roles. "
"M1018";"T1574";"Limit privileges of user accounts and groups so that only authorized administrators can interact with service changes and service binary target path locations. Deny execution from user directories such as file download directories and temp directories where able.

Ensure that proper permissions and directory access control are set to deny users the ability to write files to the top-level directory C: and system directories, such as C:\Windows\, to reduce places where malicious files could be placed for execution."
"M1018";"T1574005";"Limit privileges of user accounts and groups so that only authorized administrators can interact with service changes and service binary target path locations. Deny execution from user directories such as file download directories and temp directories where able. "
"M1018";"T1574010";"Limit privileges of user accounts and groups so that only authorized administrators can interact with service changes and service binary target path locations. Deny execution from user directories such as file download directories and temp directories where able. "
"M1018";"T1574012";"Limit the privileges of user accounts so that only authorized administrators can edit system environment variables."
"M1018";"T1562";"Ensure proper user permissions are in place to prevent adversaries from disabling or interfering with security/logging services."
"M1018";"T1562001";"Ensure proper user permissions are in place to prevent adversaries from disabling or interfering with security services."
"M1018";"T1562002";"Ensure proper user permissions are in place to prevent adversaries from disabling or interfering with logging."
"M1018";"T1562004";"Ensure proper user permissions are in place to prevent adversaries from disabling or modifying firewall settings."
"M1018";"T1562006";"Ensure event tracers/forwarders [16], firewall policies, and other associated mechanisms are secured with appropriate permissions and access controls and cannot be manipulated by user accounts."
"M1018";"T1562007";"Ensure least privilege principles are applied to Identity and Access Management (IAM) security policies. "
"M1018";"T1562008";"Configure default account policy to enable logging. Manage policies to ensure only necessary users have permissions to make changes to logging policies."
"M1018";"T1562012";"An adversary must already have root level access on the local system to make full use of this technique be sure to restrict users and accounts to the least privileges they require."
"M1018";"T1490";"Limit the user accounts that have access to backups to only those required."
"M1018";"T1654";"Limit the ability to access and export sensitive logs to privileged accounts where possible."
"M1018";"T1556";"Ensure that proper policies are implemented to dictate the the secure enrollment and deactivation of authentication mechanisms, such as MFA, for user accounts."
"M1018";"T1556006";"Ensure that proper policies are implemented to dictate the secure enrollment and deactivation of MFA for user accounts."
"M1018";"T1556009";"Limit permissions to modify conditional access policies to only those required."
"M1018";"T1578";"Limit permissions for creating, deleting, and otherwise altering compute components in accordance with least privilege. Organizations should limit the number of users within the organization with an IAM role that has administrative privileges, strive to reduce all permanent privileged role assignments, and conduct periodic entitlement reviews on IAM users, roles and policies. "
"M1018";"T1578001";"Limit permissions for creating snapshots or backups in accordance with least privilege. Organizations should limit the number of users within the organization with an IAM role that has administrative privileges, strive to reduce all permanent privileged role assignments, and conduct periodic entitlement reviews on IAM users, roles and policies. "
"M1018";"T1578002";"Limit permissions for creating new instances in accordance with least privilege. Organizations should limit the number of users within the organization with an IAM role that has administrative privileges, strive to reduce all permanent privileged role assignments, and conduct periodic entitlement reviews on IAM users, roles and policies. "
"M1018";"T1578003";"Limit permissions for deleting new instances in accordance with least privilege. Organizations should limit the number of users within the organization with an IAM role that has administrative privileges, strive to reduce all permanent privileged role assignments, and conduct periodic entitlement reviews on IAM users, roles and policies. "
"M1018";"T1578005";"Limit permissions to request quotas adjustments or modify tenant-level compute setting to only those required."
"M1018";"T1040";"In cloud environments, ensure that users are not granted permissions to create or modify traffic mirrors unless this is explicitly required."
"M1018";"T1566002";"Azure AD Administrators apply limitations upon the ability for users to grant consent to unfamiliar or unverified third-party applications."
"M1018";"T1563";"Limit remote user permissions if remote access is necessary."
"M1018";"T1563002";"Limit remote user permissions if remote access is necessary."
"M1018";"T1021";"Limit the accounts that may use remote services. Limit the permissions for accounts that are at higher risk of compromise; for example, configure SSH so users can only run specific programs."
"M1018";"T1021001";"Limit remote user permissions if remote access is necessary."
"M1018";"T1021004";"Limit which user accounts are allowed to login via SSH."
"M1018";"T1021008";"Limit which users are allowed to access compute infrastructure via cloud native methods."
"M1018";"T1053";"Limit privileges of user accounts and remediate Privilege Escalation vectors so only authorized administrators can create scheduled tasks on remote systems."
"M1018";"T1053002";"Limit privileges of user accounts and remediate Privilege Escalation vectors so only authorized administrators can create scheduled tasks on remote systems. In Linux environments, users account-level access to at can be managed using at.allow and at.deny files. Users listed in the at.allow are enabled to schedule actions using at, whereas users listed in at.deny file disabled from the utility."
"M1018";"T1053003";"cron permissions are controlled by /etc/cron.allow and /etc/cron.deny. If there is a cron.allow file, then the user or users that need to use cron will need to be listed in the file. cron.deny is used to explicitly disallow users from using cron. If neither files exist, then only the super user is allowed to run cron."
"M1018";"T1053005";"Limit privileges of user accounts and remediate Privilege Escalation vectors so only authorized administrators can create scheduled tasks on remote systems."
"M1018";"T1053006";"Limit user access to system utilities such as 'systemctl' or 'systemd-run' to users who have a legitimate need."
"M1018";"T1053007";"Limit privileges of user accounts and remediate privilege escalation vectors so only authorized administrators can create container orchestration jobs."
"M1018";"T1505";"Enforce the principle of least privilege by limiting privileges of user accounts so only authorized accounts can modify and/or add server software components. "
"M1018";"T1505003";"Enforce the principle of least privilege by limiting privileges of user accounts so only authorized accounts can modify the web directory. "
"M1018";"T1648";"Remove permissions to create, modify, or run serverless resources from users that do not explicitly require them."
"M1018";"T1489";"Limit privileges of user accounts and groups so that only authorized administrators can interact with service changes and service configurations."
"M1018";"T1072";"Ensure that any accounts used by third-party providers to access these systems are traceable to the third-party and are not used throughout the network or used by other third-party providers in the same environment. Ensure there are regular reviews of accounts provisioned to these systems to verify continued business need, and ensure there is governance to trace de-provisioning of access that is no longer required. Ensure proper system and access isolation for critical network systems through use of account privilege separation."
"M1018";"T1528";"Enforce role-based access control to limit accounts to the least privileges they require. A Cloud Access Security Broker (CASB) can be used to set usage policies and manage user permissions on cloud applications to prevent access to application access tokens. In Kubernetes applications, set ""automountServiceAccountToken: false"" in the YAML specification of pods that do not require access to service account tokens. "
"M1018";"T1569";"Prevent users from installing their own launch agents or launch daemons."
"M1018";"T1569001";"Prevent users from installing their own launch agents or launch daemons."
"M1018";"T1537";"Limit user account and IAM policies to the least privileges required."
"M1018";"T1199";"Properly manage accounts and permissions used by parties in trusted relationships to minimize potential abuse by the party and if the party is compromised by an adversary. In Office 365 environments, partner relationships and roles can be viewed under the ""Partner Relationships"" page. "
"M1018";"T1552007";"Enforce authentication and role-based access control on the container API to restrict users to the least privileges required.[7] When using Kubernetes, avoid giving users wildcard permissions or adding users to the system:masters group, and use RoleBindings rather than ClusterRoleBindings to limit user privileges to specific namespaces. "
"M1018";"T1550";"Enforce the principle of least-privilege. Do not allow a domain user to be in the local administrator group on multiple systems."
"M1018";"T1550002";"Do not allow a domain user to be in the local administrator group on multiple systems."
"M1018";"T1550003";"Do not allow a user to be a local administrator for multiple systems."
"M1018";"T1078";"Regularly audit user accounts for activity and deactivate or remove any that are no longer needed."
"M1018";"T1078004";"Periodically review user accounts and remove those that are inactive or unnecessary. Limit the ability for user accounts to create additional accounts."
"M1018";"T1047";"By default, only administrators are allowed to connect remotely using WMI. Restrict other users who are allowed to connect, or disallow all users to connect remotely to WMI."
"M1017";"T1557";"Train users to be suspicious about certificate errors. Adversaries may use their own certificates in an attempt to intercept HTTPS traffic. Certificate errors may arise when the application’s certificate does not match the one expected by the host."
"M1017";"T1557002";"Train users to be suspicious about certificate errors. Adversaries may use their own certificates in an attempt to intercept HTTPS traffic. Certificate errors may arise when the application’s certificate does not match the one expected by the host."
"M1017";"T1547007";"Holding the Shift key while logging in prevents apps from opening automatically. "
"M1017";"T1176";"Close out all browser sessions when finished using them to prevent any potentially malicious extensions from continuing to run."
"M1017";"T1185";"Close all browser sessions regularly and when they are no longer needed."
"M1017";"T1213";"Develop and publish policies that define acceptable information to be stored in repositories."
"M1017";"T1213001";"Develop and publish policies that define acceptable information to be stored in Confluence repositories."
