software_id;software_name;associated_software;software_description
S1019;Shark;;"is a backdoor malware written in C# and .NET that is an updated version ofMilan; it has been used byHEXANEsince at least July 2021."
S1055;SharkBot;;is a banking malware, first discovered in October 2021, that tries to initiate money transfers directly from compromised devices by abusing Accessibility Services.
S1089;SharpDisco;;is a dropper developed in C# that has been used byMoustachedBouncersince at least 2020 to load malicious plugins.
S0546;SharpStage;;is a .NET malware with backdoor capabilities.
S0450;SHARPSTATS;;is a .NET backdoor used byMuddyWatersince at least 2019.
S0294;ShiftyBug;;is an auto-rooting adware family of malware for Android. The family is very similar to the other Android families known as Shedun, Shuanet, Kemoge, though it is not believed all the families were created by the same group.
S0444;ShimRat;;"has been used by the suspected China-based adversaryMofangin campaigns targeting multiple countries and sectors including government, military, critical infrastructure, automobile, and weapons development. The name """" comes from the malware's extensive use of Windows Application Shimming to maintain persistence."
S0445;ShimRatReporter;;is a tool used by suspected Chinese adversaryMofangto automatically conduct initial discovery. The details from this discovery are used to customize follow-on payloads (such asShimRat) as well as set up faux infrastructure which mimics the adversary's targets.has been used in campaigns targeting multiple countries and sectors including government, military, critical infrastructure, automobile, and weapons development.
S0028;SHIPSHAPE;;is malware developed byAPT30that allows propagation and exfiltration of data over removable devices.APT30may use this capability to exfiltrate data across air-gaps.
S0063;SHOTPUT;Backdoor.APT.CookieCutter, Pirpi;is a custom backdoor used byAPT3.
S0217;SHUTTERSPEED;;is a backdoor used byAPT37.
S0589;Sibot;;is dual-purpose malware written in VBScript designed to achieve persistence on a compromised system as well as download and execute additional payloads. Microsoft discovered threevariants in early 2021 during its investigation ofAPT29and theSolarWinds Compromise.
S0610;SideTwist;;is a C-based backdoor that has been used byOilRigsince at least 2021.
S0692;SILENTTRINITY;;is an open source remote administration and post-exploitation framework primarily written in Python that includes stagers written in Powershell, C, and Boo.was used in a 2019 campaign against Croatian government agencies by unidentified cyber actors.
S0549;SilkBean;;is a piece of Android surveillanceware containing comprehensive remote access tool (RAT) functionality that has been used in targeting of the Uyghur ethnic group.
S0623;Siloscape;;is malware that targets Kubernetes clusters through Windows containers.was first observed in March 2021.
S0419;SimBad;;"was a strain of adware on the Google Play Store, distributed through the RXDroider Software Development Kit. The name """" was derived from the fact that most of the infected applications were simulator games. The adware was controlled using an instance of the open source framework Parse Server."
S0007;Skeleton Key;;is malware used to inject false credentials into domain controllers with the intent of creating a backdoor password.  Functionality similar tois included as a module inMimikatz.
S0468;Skidmap;;is a kernel-mode rootkit used for cryptocurrency mining.
S0327;Skygofree;;is Android spyware that is believed to have been developed in 2014 and used through at least 2017.
S1110;SLIGHTPULSE;;is a web shell that was used byAPT5as early as 2020 including against Pulse Secure VPNs at US Defense Industrial Base (DIB) entities.
S0633;Sliver;;is an open source, cross-platform, red team command and control framework written in Golang.
S0533;SLOTHFULMEDIA;JackOfHearts, QueenOfClubs;"is a remote access Trojan written in C++ that has been used by an unidentified ""sophisticated cyber actor"" since at least January 2017. It has been used to target government organizations, defense contractors, universities, and energy companies in Russia, India, Kazakhstan, Kyrgyzstan, Malaysia, Ukraine, and Eastern Europe.In October 2020, Kaspersky Labs assessedis part of an activity cluster it refers to as ""IAmTheKing"". ESET also noted code similarity betweenand droppers used by a group it refers to as ""PowerPool""."
S0218;SLOWDRIFT;;is a backdoor used byAPT37against academic and strategic victims in South Korea.
S1104;SLOWPULSE;;is a malware that was used byAPT5as early as 2020 including against U.S. Defense Industrial Base (DIB) companies.has several variants and can modify legitimate Pulse Secure VPN files in order to log credentials and bypass single and two-factor authentication flows.
S1035;Small Sieve;GRAMDOOR;"is a Telegram Bot API-based Python backdoor that has been distributed using a Nullsoft Scriptable Install System (NSIS) Installer; it has been used byMuddyWatersince at least January 2022.Security researchers have also noted's use by UNC3313, which may be associated withMuddyWater."
S0226;Smoke Loader;Dofoil;is a malicious bot application that can be used to load other malware.has been seen in the wild since at least 2011 and has included a number of different payloads. It is notorious for its use of deception and self-protection. It also comes with several plug-ins.
S0649;SMOKEDHAM;;"is a Powershell-based .NET backdoor that was first reported in May 2021; it has been used by at least one ransomware-as-a-service affiliate."
S1086;Snip3;;is a sophisticated crypter-as-a-service that has been used since at least 2021 to obfuscate and load numerous strains of malware includingAsyncRAT,Revenge RAT,Agent Tesla, andNETWIRE.
S0159;SNUGRIDE;;is a backdoor that has been used bymenuPassas first stage malware.
S1124;SocGholish;FakeUpdates;is a JavaScript-based loader malware that has been used since at least 2017. It has been observed in use against multiple sectors globally for initial access, primarily through drive-by-downloads masquerading as software updates.  is operated byMustard Tempestand its access has been sold to groups includingIndrik Spiderfor downloading secondary RAT and ransomware payloads.
S0273;Socksbot;;is a backdoor that  abuses Socket Secure (SOCKS) proxies.
S0627;SodaMaster;DARKTOWN, dfls, DelfsCake;is a fileless malware used bymenuPassto download and execute payloads since at least 2020.
S0615;SombRAT;;is a modular backdoor written in C++ that has been used since at least 2019 to download and execute malicious payloads, includingFIVEHANDSransomware.
S0516;SoreFang;;is first stage downloader used byAPT29for exfiltration and to load other malware.
S0157;SOUNDBITE;;is a signature backdoor used byAPT32.
S0035;SPACESHIP;;is malware developed byAPT30that allows propagation and exfiltration of data over removable devices.APT30may use this capability to exfiltrate data across air-gaps.
S0543;Spark;;is a Windows backdoor and has been in use since as early as 2017.
S0374;SpeakUp;;is a Trojan backdoor that targets both Linux and OSX devices. It was first observed in January 2019.
S0646;SpicyOmelette;;is a JavaScript based remote access tool that has been used byCobalt Groupsince at least 2018.
S0227;spwebmember;;is a Microsoft SharePoint enumeration and data dumping tool written in .NET.
S0324;SpyDealer;;is Android malware that exfiltrates sensitive data from Android devices.
S0305;SpyNote RAT;;(Remote Access Trojan) is a family of malicious Android apps. Thebuilder tool can be used to develop malicious apps with the malware's functionality.
S0225;sqlmap;;is an open source penetration testing tool that can be used to automate the process of detecting and exploiting SQL injection flaws.
S0390;SQLRat;;is malware that executes SQL scripts to avoid leaving traditional host artifacts.FIN7has been observed using it.
S1030;Squirrelwaffle;;is a loader that was first seen in September 2021. It has been used in spam email campaigns to deliver additional malware such asCobalt Strikeand theQakBotbanking trojan.
S0058;SslMM;;is a full-featured backdoor used byNaikonthat has multiple variants.
S0188;Starloader;;is a loader component that has been observed loadingFelismusand associated tools.
S1037;STARWHALE;CANOPY;"is Windows Script File (WSF) backdoor that has been used byMuddyWater, possibly since at least November 2021; there is also avariant written in Golang with similar capabilities. Security researchers have also noted the use ofby UNC3313, which may be associated withMuddyWater."
S1112;STEADYPULSE;;is a web shell that infects targeted Pulse Secure VPN servers through modification of a legitimate Perl script that was used as early as 2020 including in activity against US Defense Industrial Base (DIB) entities.
S0328;Stealth Mango;;is Android malware that has reportedly been used to successfully compromise the mobile devices of government officials, members of the military, medical professionals, and civilians. The iOS malware known asTangelois believed to be from the same developer.
S0380;StoneDrill;DROPSHOT;is wiper malware discovered in destructive campaigns against both Middle Eastern and European targets in association withAPT33.
S0142;StreamEx;;is a malware family that has been used byDeep Pandasince at least 2015. In 2016, it was distributed via legitimate compromised Korean websites.
S1034;StrifeWater;;is a remote-access tool that has been used byMoses Staffin the initial stages of their attacks since at least November 2021.
S0491;StrongPity;;is an information stealing malware used byPROMETHIUM.
S0603;Stuxnet;W32.Stuxnet;was the first publicly reported piece of malware to specifically target industrial control systems devices.is a large and complex piece of malware that utilized multiple different behaviors including multiple zero-day vulnerabilities, a sophisticated Windows rootkit, and network infection routines.was discovered in 2010, with some components being used as early as November 2008.
S1042;SUGARDUMP;;is a proprietary browser credential harvesting tool that was used by UNC3890 during theC0010campaign. The first knownversion was used since at least early 2021, a second SMTP C2 version was used from late 2021-early 2022, and a third HTTP C2 variant was used since at least April 2022.
S1049;SUGARUSH;;is a small custom backdoor that can establish a reverse shell over TCP to a hard coded C2 address.was first identified during analysis of UNC3890'sC0010campaign targeting Israeli companies, which began in late 2020.
S1082;Sunbird;;is one of two mobile malware families known to be used by the APTConfucius.  Analysis suggests thatwas first active in early 2017. WhileandHornbilloverlap in core capabilities,has a more extensive set of malicious features.
S0559;SUNBURST;Solorigate;is a trojanized DLL designed to fit within the SolarWinds Orion software update framework. It was used byAPT29since at least February 2020.
S0562;SUNSPOT;;is an implant that injected theSUNBURSTbackdoor into the SolarWinds Orion software update framework. It was used byAPT29since at least February 2020.
S0578;SUPERNOVA;;is an in-memory web shell written in .NET C#. It was discovered in November 2020 during the investigation ofAPT29's SolarWinds cyber operation but determined to be unrelated. Subsequent analysis suggestsmay have been used by the China-based threat group SPIRAL.
S1064;SVCReady;;is a loader that has been used since at least April 2022 in malicious spam campaigns. Security researchers have noted overlaps betweenTA551activity anddistribution, including similarities in file names, lure images, and identical grammatical errors.
S0018;Sykipot;;is malware that has been used in spearphishing campaigns since approximately 2007 against victims primarily in the US. One variant ofhijacks smart cards on victims.  The group using this malware has also been referred to as .
S0242;SynAck;;is variant of Trojan ransomware targeting mainly English-speaking users since at least fall 2017.
S0519;SYNful Knock;;is a stealthy modification of the operating system of network devices that can be used to maintain persistence within a victim's network and provide new capabilities to the adversary.
S0060;Sys10;;is a backdoor that was used throughout 2013 byNaikon.
S0464;SYSCON;;is a backdoor that has been in use since at least 2017 and has been associated with campaigns involving North Korean themes.has been delivered by theCARROTBALLandCARROTBATdroppers.
S0096;Systeminfo;;is a Windows utility that can be used to gather detailed information about a computer.
S0663;SysUpdate;HyperSSL, Soldier, FOCUSFJORD;is a backdoor written in C++ that has been used byThreat Group-3390since at least 2020.
S0098;T9000;;is a backdoor that is a newer variant of the T5000 malware family, also known as Plat1. Its primary function is to gather information about the victim. It has been used in multiple targeted attacks against U.S.-based organizations.
S0011;Taidoor;;is a remote access trojan (RAT) that has been used by Chinese government cyber actors to maintain access on victim networks.has primarily been used against Taiwanese government organizations since at least 2010.
S0586;TAINTEDSCRIBE;;is a fully-featured beaconing implant integrated with command modules used byLazarus Group. It was first reported in May 2020.
S0467;TajMahal;;is a multifunctional spying framework that has been in use since at least 2014.is comprised of two separate packages, named Tokyo and Yokohama, and can deploy up to 80 plugins.
S0329;Tangelo;;is iOS malware that is believed to be from the same developers as theStealth MangoAndroid malware. It is not a mobile application, but rather a Debian package that can only run on jailbroken iOS devices.
S1069;TangleBot;;is SMS malware that was initially observed in September 2021, primarily targeting mobile users in the United States and Canada.has used SMS text message lures about COVID-19 regulations and vaccines to trick mobile users into downloading the malware, similar toFluBotAndroid malware campaigns.
S1011;Tarrask;;is malware that has been used byHAFNIUMsince at least August 2021.was designed to evade digital defenses and maintain persistence by generating concealed scheduled tasks.
S0057;Tasklist;;Theutility displays a list of applications and services with their Process IDs (PID) for all tasks running on either a local or a remote computer. It is packaged with Windows operating systems and can be executed from the command-line interface.
S0164;TDTESS;;is a 64-bit .NET binary backdoor used byCopyKittens.
S0560;TEARDROP;;is a memory-only dropper that was discovered on some victim machines during investigations related to theSolarWinds Compromise. It was likely used byAPT29since at least May 2020.
S0545;TERRACOTTA;;is an ad fraud botnet that has been capable of generating over 2 billion fraudulent requests per week.
S0146;TEXTMATE;DNSMessenger;is a second-stage PowerShell backdoor that is memory-resident. It was observed being used along withPOWERSOURCEin February 2017.
S0595;ThiefQuest;MacRansom.K, EvilQuest;is a virus, data stealer, and wiper that presents itself as ransomware targeting macOS systems.was first seen in 2020 distributed via trojanized pirated versions of popular macOS software on Russian forums sharing torrent links. Even thoughpresents itself as ransomware, since the dynamically generated encryption key is never sent to the attacker it may be more appropriately thought of as a form of wiper malware.
S0665;ThreatNeedle;;is a backdoor that has been used byLazarus Groupsince at least 2019 to target cryptocurrency, defense, and mobile gaming organizations.  It is considered to be an advanced cluster ofLazarus Group's Manuscrypt (a.k.a. NukeSped) malware family.
S1056;TianySpy;;is a mobile malware primarily spread by SMS phishing between September 30 and October 12, 2021.is believed to have targeted credentials associated with membership websites of major Japanese telecommunication services.
S0558;Tiktok Pro;;is spyware that has been masquerading as the TikTok application.
S0668;TinyTurla;;is a backdoor that has been used byTurlaagainst targets in the US, Germany, and Afghanistan since at least 2020.
S0131;TINYTYPHON;;is a backdoor  that has been used by the actors responsible for the MONSOON campaign. The majority of its code was reportedly taken from the MyDoom worm.
S0004;TinyZBot;;is a bot written in C# that was developed byCleaver.
S0671;Tomiris;;is a backdoor written in Go that continuously queries its C2 server for executables to download and execute on a victim system. It was first reported in September 2021 during an investigation of a successful DNS hijacking campaign against a Commonwealth of Independent States (CIS) member. Security researchers assess there are similarities betweenandGoldMax.
S0183;Tor;;"is a software suite and network that provides increased anonymity on the Internet. It creates a multi-hop proxy network and utilizes multilayer encryption to protect both the message and routing information.utilizes ""Onion Routing,"" in which messages are encrypted with multiple layers of encryption; at each step in the proxy network, the topmost layer is decrypted and the contents forwarded on to the next node until it reaches its destination."
S0678;Torisma;;is a second stage implant designed for specialized monitoring that has been used byLazarus Group.was discovered during an investigation into the 2020 Operation North Star campaign that targeted the defense sector.
S0682;TrailBlazer;;is a modular malware that has been used byAPT29since at least 2019.
S0424;Triada;;was first reported in 2016 as a second stage malware. Later versions in 2019 appeared with new techniques and as an initial downloader of other Trojan apps.
S0266;TrickBot;Totbrick, TSPY_TRICKLOAD;"is a Trojan spyware program written in C++ that first emerged in September 2016 as a possible successor toDyre.was developed and initially used byWizard Spiderfor targeting banking sites in North America, Australia, and throughout Europe; it has since been used against all sectors worldwide as part of ""big game hunting"" ransomware campaigns."
S0427;TrickMo;;a 2FA bypass mobile banking trojan, most likely being distributed byTrickBot.has been primarily targeting users located in Germany.is designed to steal transaction authorization numbers (TANs), which are typically used as one-time passwords.
S1009;Triton;TRISIS, HatMan;is an attack framework built to interact with Triconex Safety Instrumented System (SIS) controllers.
S0307;Trojan-SMS.AndroidOS.Agent.ao;;is Android malware.
S0306;Trojan-SMS.AndroidOS.FakeInst.a;;is Android malware.
S0308;Trojan-SMS.AndroidOS.OpFake.a;;is Android malware.
S0094;Trojan.Karagany;xFrost, Karagany;is a modular remote access tool used for recon and linked toDragonfly. The source code fororiginated from Dream Loader malware which was leaked in 2010 and sold on underground forums.
S0001;Trojan.Mebromi;;is BIOS-level malware that takes control of the victim before MBR.
S0178;Truvasys;;is first-stage malware that has been used byPROMETHIUM. It is a collection of modules written in the Delphi programming language.
S0436;TSCookie;;is a remote access tool (RAT) that has been used byBlackTechin campaigns against Japanese targets..has been referred to asPLEADthough more recent reporting indicates a separation between the two.
S0647;Turian;;is a backdoor that has been used byBackdoorDiplomacyto target Ministries of Foreign Affairs, telecommunication companies, and charities in Africa, Europe, the Middle East, and Asia. First reported in 2021,is likely related to Quarian, an older backdoor that was last observed being used in 2013 against diplomatic targets in Syria and the United States.
S0199;TURNEDUP;;is a non-public backdoor. It has been dropped byAPT33'sStoneDrillmalware.
S0302;Twitoor;;is a dropper application capable of receiving commands from social media.
S0263;TYPEFRAME;;is a remote access tool that has been used byLazarus Group.
S0116;UACMe;;is an open source assessment tool that contains many methods for bypassing Windows User Account Control on multiple versions of the operating system.
S0333;UBoatRAT;;is a remote access tool that was identified in May 2017.
S0221;Umbreon;;A Linux rootkit that provides backdoor access and hides from defenders.
S0130;Unknown Logger;;is a publicly released, free backdoor. Version 1.5 of the backdoor has been used by the actors responsible for the MONSOON campaign.
S0275;UPPERCUT;ANEL;is a backdoor that has been used bymenuPass.
S0022;Uroburos;Snake;is a sophisticated cyber espionage tool written in C that has been used by units within Russia's Federal Security Service (FSB) associated with theTurlatoolset to collect intelligence on sensitive targets worldwide.has several variants and has undergone nearly constant upgrade since its initial development in 2003 to keep it viable after public disclosures.is typically deployed to external-facing nodes on a targeted network and has the ability to leverage additional tools and TTPs to further exploit an internal network.has interoperable implants for Windows, Linux, and macOS, employs a high level of stealth in communications and architecture, and can easily incorporate new or replacement components.
S0386;Ursnif;Gozi-ISFB, PE_URSNIF, Dreambot;is a banking trojan and variant of the Gozi malware observed being spread through various automated exploit kits,Spearphishing Attachments, and malicious links.is associated primarily with data theft, but variants also include components (backdoors, spyware, file injectors, etc.) capable of a wide variety of behaviors.
S0452;USBferry;;is an information stealing malware and has been used byTropic Trooperin targeted attacks against Taiwanese and Philippine air-gapped military environments.shares an overlapping codebase withYAHOYAH, though it has several features which makes it a distinct piece of malware.
S0136;USBStealer;USB Stealer, Win32/USBStealer;is malware that has been used byAPT28since at least 2005 to extract information from air-gapped networks. It does not have the capability to communicate over the Internet and has been used in conjunction withADVSTORESHELL.
S0476;Valak;;is a multi-stage modular malware that can function as a standalone information stealer or downloader, first observed in 2019 targeting enterprises in the US and Germany.
S0636;VaporRage;;is a shellcode downloader that has been used byAPT29since at least 2021.
S0207;Vasport;;is a trojan used byElderwoodto open a backdoor on compromised hosts.
S0442;VBShower;;is a backdoor that has been used byInceptionsince at least 2019.has been used as a downloader for second stage payloads, includingPowerShower.
S0257;VERMIN;;is a remote access tool written in the Microsoft .NET framework. It is mostly composed of original code, but also has some open source code.
S0418;ViceLeaker;Triout;is a spyware framework, capable of extensive surveillance and data exfiltration operations, primarily targeting devices belonging to Israeli citizens.
S0506;ViperRAT;;is sophisticated surveillanceware that has been in operation since at least 2015 and was used to target the Israeli Defense Force.
S0180;Volgmer;;is a backdoor Trojan designed to provide covert access to a compromised system. It has been used since at least 2013 to target the government, financial, automotive, and media industries. Its primary delivery mechanism is suspected to be spearphishing.
S1010;VPNFilter;;is a multi-stage, modular platform with versatile capabilities to support both intelligence-collection and destructive cyber attack operations.modules such as its packet sniffer ('ps') can collect traffic that passes through an infected device, allowing the theft of website credentials and monitoring of Modbus SCADA protocols.
S0366;WannaCry;WanaCry, WanaCrypt, WanaCrypt0r, WCry;is ransomware that was first seen in a global attack during May 2017, which affected more than 150 countries. It contains worm-like features to spread itself across a computer network using the SMBv1 exploit EternalBlue.
S1116;WARPWIRE;;is a Javascript credential stealer that targets plaintext passwords and usernames for exfiltration that was used duringCutting Edgeto target Ivanti Connect Secure VPNs.
S0670;WarzoneRAT;Warzone, Ave Maria;is a malware-as-a-service remote access tool (RAT) written in C++ that has been publicly available for purchase since at least late 2018.
S0612;WastedLocker;;is a ransomware family attributed toIndrik Spiderthat has been used since at least May 2020.has been used against a broad variety of sectors, including manufacturing, information technology, and media.
S0579;Waterbear;;is modular malware attributed toBlackTechthat has been used primarily for lateral movement, decrypting, and triggering payloads and is capable of hiding network behaviors.
S0109;WEBC2;;is a family of backdoor malware used byAPT1as early as July 2006.backdoors are designed to retrieve a webpage, with commands hidden in HTML comments or special tags, from a predetermined C2 server.
S0515;WellMail;;is a lightweight malware written in Golang used byAPT29, similar in design and structure toWellMess.
S0514;WellMess;;is lightweight malware family with variants written in .NET and Golang that has been in use since at least 2018 byAPT29.
S0645;Wevtutil;;is a Windows command-line utility that enables administrators to retrieve information about event logs and publishers.
S0689;WhisperGate;;is a multi-stage wiper designed to look like ransomware that has been used against multiple government, non-profit, and information technology organizations in Ukraine since at least January 2022.
S0206;Wiarp;;is a trojan used byElderwoodto open a backdoor on compromised hosts.
S0005;Windows Credential Editor;WCE;is a password dumping tool.
S0155;WINDSHIELD;;is a signature backdoor used byAPT32.
S0466;WindTail;;is a macOS surveillance implant used byWindshift.shares code similarities with Hack Back aka KitM OSX.
S0219;WINERACK;;is a backdoor used byAPT37.
S0191;Winexe;;is a lightweight, open source tool similar toPsExecdesigned to allow system administrators to execute commands on remote servers.is unique in that it is a GNU/Linux based client.
S0176;Wingbird;;is a backdoor that appears to be a version of commercial softwareFinFisher. It is reportedly used to attack individual computers instead of networks. It was used byNEODYMIUMin a May 2016 campaign.
S0059;WinMM;;is a full-featured, simple backdoor used byNaikon.
S0430;Winnti for Linux;;is a trojan, seen since at least 2015, designed specifically for targeting Linux systems. Reporting indicates the winnti malware family is shared across a number of actors includingWinnti Group. The Windows variant is tracked separately underWinnti for Windows.
S0141;Winnti for Windows;;is a modular remote access Trojan (RAT) that has been used likely by multiple groups to carry out intrusions in various regions since at least 2010, including by one group referred to as the same name,Winnti Group.. The Linux variant is tracked separately underWinnti for Linux.
S0041;Wiper;;is a family of destructive malware used in March 2013 during breaches of South Korean banks and media companies.
S1115;WIREFIRE;GIFTEDVISITOR;is a web shell written in Python that exists as trojanized logic to the visits.py component of Ivanti Connect Secure VPN appliances.was used duringCutting Edgefor downloading files and command execution.
S0312;WireLurker;;is a family of macOS malware that targets iOS devices connected over USB.
S0489;WolfRAT;;is malware based on a leaked version ofDendroidthat has primarily targeted Thai users.has most likely been operated by the now defunct organization Wolf Research.
S1065;Woody RAT;;is a remote access trojan (RAT) that has been used since at least August 2021 against Russian organizations.
S0314;X-Agent for Android;;is Android malware that was placed in a repackaged version of a Ukrainian artillery targeting application. The malware reportedly retrieved general location data on where the victim device was used, and therefore could likely indicate the potential location of Ukrainian artillery.  Is it tracked separately from theCHOPSTICK.
S0161;XAgentOSX;OSX.Sofacy;is a trojan that has been used byAPT28on OS X and appears to be a port of their standardCHOPSTICKor XAgent trojan.
S0341;Xbash;;is a malware family that has targeted Linux and Microsoft Windows servers. The malware has been tied to the Iron Group, a threat actor group known for previous ransomware attacks.was developed in Python and then converted into a self-contained Linux ELF executable by using PyInstaller.
S0298;Xbot;;is an Android malware family that was observed in 2016 primarily targeting Android users in Russia and Australia.
S0653;xCaon;;is an HTTP variant of theBomalware family that has used byIndigoZebrasince at least 2014.has been used to target political entities in Central Asia, including Kyrgyzstan and Uzbekistan.
S0123;xCmd;;is an open source tool that is similar toPsExecand allows the user to execute applications on remote systems.
S0297;XcodeGhost;;is iOS malware that infected at least 39 iOS apps in 2015 and potentially affected millions of users.
S0658;XCSSET;OSX.DubRobber;is a macOS modular backdoor that targets Xcode application developers.was first observed in August 2020 and has been used to install a backdoor component, modify browser applications, conduct collection, and provide ransomware-like encryption capabilities.
S0318;XLoader for Android;;is a malicious Android app first observed targeting Japan, Korea, China, Taiwan, and Hong Kong in 2018. It has more recently been observed targeting South Korean users as a pornography application. It is tracked separately from theXLoader for iOS.
S0490;XLoader for iOS;;is a malicious iOS application that is capable of gathering system information. It is tracked separately from theXLoader for Android.
S0117;XTunnel;Trojan.Shunnael, X-Tunnel, XAPS;a VPN-like network proxy tool that can relay traffic between a C2 server and a victim. It was first seen in May 2013 and reportedly used byAPT28during the compromise of the Democratic National Committee.
S0388;YAHOYAH;;is a Trojan used byTropic Trooperas a second-stage backdoor.
S0311;YiSpecter;;is a family of iOS and Android malware, first detected in November 2014, targeting users in mainland China and Taiwan.abuses private APIs in iOS to infect both jailbroken and non-jailbroken devices.
S0248;yty;;is a modular, plugin-based malware framework. The components of the framework are written in a variety of programming languages.
S0251;Zebrocy;Zekapab;is a Trojan that has been used byAPT28since at least November 2015. The malware comes in several programming language variants, including C++, Delphi, AutoIt, C#, VB.NET, and Golang.
S0494;Zen;;is Android malware that was first seen in 2013.
S0287;ZergHelper;;is iOS riskware that was unique due to its apparent evasion of Apple's App Store review process. No malicious functionality was identified in the app, but it presents security risks.
S0027;Zeroaccess;;is a kernel-modeRootkitthat attempts to add victims to the ZeroAccess botnet, often for monetary gain.
S0230;ZeroT;;is a Trojan used byTA459, often in conjunction withPlugX.
S0330;Zeus Panda;;is a Trojan designed to steal banking information and other sensitive credentials for exfiltration.’s original source code was leaked in 2011, allowing threat actors to use its source code as a basis for new malware variants. It is mainly used to target Windows operating systems ranging from Windows XP through Windows 10.
S1114;ZIPLINE;;is a passive backdoor that was used duringCutting Edgeon compromised Secure Connect VPNs for reverse shell and proxy functionality.
S0086;ZLib;;is a full-featured backdoor that was used as a second-stage implant duringOperation Dust Stormsince at least 2014.is malware and should not be confused with the legitimate compression library from which its name is derived.
S0672;Zox;Gresim, ZoxRPC, ZoxPNG;is a remote access tool that has been used byAxiomsince at least 2008.
S0350;zwShell;;is a remote access tool (RAT) written in Delphi that has been seen in the wild since the spring of 2010 and used by threat actors duringNight Dragon.
S0412;ZxShell;Sensocode;is a remote administration tool and backdoor that can be downloaded from the Internet, particularly from Chinese hacker websites. It has been used since at least 2004.
S1013;ZxxZ;;is a trojan written in Visual C++ that has been used byBITTERsince at least August 2021, including against Bangladeshi government personnel.
